
=== 更新时间: 2025-10-22 13:41:18 ===
- 📡卫视频道 - 贵州卫视: http://111.61.236.247:9081/hls/37/index.m3u8
- 📡卫视频道 - 贵州卫视: http://61.136.172.236:9901/tsfile/live/0120_1.m3u8
- 📡卫视频道 - 贵州卫视: http://61.136.172.236:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
- 卫视台 - 贵州卫视: http://111.14.181.15:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
- 📡卫视频道 - 贵州卫视: https://stream1.freetv.fun/gui-zhou-wei-shi-gao-qing-6.m3u8
- 📡卫视频道 - 贵州卫视: https://stream1.freetv.fun/gui-zhou-wei-shi-gao-qing-3.ctv
- 📡卫视频道 - 贵州卫视: https://stream1.freetv.fun/gui-zhou-wei-shi-gao-qing-2.ctv
- 📡卫视频道 - 贵州卫视: http://58.220.219.14:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
- 📡卫视频道 - 贵州卫视: http://116.117.105.236:8096/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
- 📡卫视频道 - 贵州卫视: http://116.117.105.96:8096/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
- 📡卫视频道 - 贵州卫视: http://116.117.105.71:8096/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
- 📡卫视频道 - 贵州卫视: http://123.138.22.30:9901/tsfile/live/0120_1.m3u8
- 卫视台 - 贵州卫视: http://222.241.154.37:9901/tsfile/live/23046_1.m3u8?key=txiptv&playlive=1&authid=0
- 卫视台 - 贵州卫视: http://www.zzlag.top:9087/tsfile/live/0120_1.m3u8?key=txiptv
- 卫视台 - 贵州卫视: http://171.108.239.98:8181/tsfile/live/1085_1.m3u8?key=txiptv&playlive=0&authid=0
- 卫视台 - 贵州卫视: http://59.44.102.18:8888/newlive/live/hls/34/live.m3u8
- 卫视台 - 贵州卫视: http://live.nctv.top/886/sxg.php?id=gzwsH265_4000
- 卫视台 - 贵州卫视: http://58.248.112.205:8006/GD_CUCC/G_GUIZHOU-CQ.m3u8?Authinfo=rXkmbbZhLH3Xhx6sgXqqNWs5lc8HFQLTI9VPV%2F62TTtga6C9mmCwOdyojSJe64LJ
- 卫视台 - 贵州卫视: http://113.240.177.80:8082/hls/39/index.m3u8
- 卫视台 - 贵州卫视: http://171.108.239.99:8181/tsfile/live/1085_1.m3u8?key=txiptv
- 卫视台 - 贵州卫视: http://58.57.21.166:9901/tsfile/live/0120_1.m3u8?key=txiptv
- 卫视台 - 贵州卫视: http://119.62.36.174:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
- 卫视台 - 贵州卫视: http://jxcbn.ws-cdn.gitv.tv/hls/GUIZHD/index.m3u8?gMac=unknown&livodToken=6a5915a95f060a962a33247245c37399e22ab840d24f185001a19bada4f32095_1720505218_604800&fromCDN=ws
- 卫视台 - 贵州卫视: http://171.108.239.80:8181/tsfile/live/1085_1.m3u8?key=txiptv&playlive=0&authid=0
- 卫视台 - 贵州卫视: http://223.151.51.74:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
- 卫视台 - 贵州卫视: http://111.160.17.2:59902/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
- 卫视台 - 贵州卫视: http://222.241.154.37:9901/tsfile/live/23046_1.m3u8?key=txiptv
- 卫视台 - 贵州卫视: http://118.122.2.29:9999/hls/32/index.m3u8
- 卫视台 - 贵州卫视: http://171.108.239.79:8181/tsfile/live/1085_1.m3u8?key=txiptv&playlive=0&authid=0
- 卫视台 - 贵州卫视: http://123.163.55.234:9901/tsfile/live/0120_1.m3u8?key=txiptv
- 卫视台 - 贵州卫视: http://117.27.190.42:9998/tsfile/live/23252_1.m3u8?key=txiptv
- 卫视台 - 贵州卫视: http://220.164.192.48:50085/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
- 卫视台 - 贵州卫视: https://stream1.freetv.fun/be180b523d2a803865df067773d0fa81e4bad55a68bcf0c90b47ea2853a91a91.m3u8
- 卫视台 - 贵州卫视: https://stream1.freetv.fun/bda93bdec1b49f90a28a53debe89da1431b895553b6967cec0427dea54072f07.m3u8
- 卫视台 - 贵州卫视: https://stream1.freetv.fun/3b2a1d5fc634b51c1f40e8449444e49392128387b966a99a30207fa2af4ec3c2.ctv
- 卫视台 - 贵州卫视: https://stream1.freetv.fun/d8e5c4a4f4936b7f730ab700c209410da38ffac1e6b8b29b3953666499e52a2a.m3u8
- 卫视台 - 贵州卫视: https://stream1.freetv.fun/4f0e77f78b9fe7a9cee8d73ac139096840ae0a5bc4b310eb3048901d06c58d26.m3u8
- 卫视台 - 贵州卫视: https://stream1.freetv.fun/20e35282ec1add7f7dd29b172633eba2e15e6c81a17136019a5b487fc76fd9d0.m3u8
- 卫视台 - 贵州卫视: https://stream1.freetv.fun/cc355cff5e64e929be202850ad548614c634aadb032518cdf95aa7ac68dc1a8d.m3u8
- 卫视台 - 贵州卫视: https://stream1.freetv.fun/3b4a9dc8bfa66db6d79ebf463530bd2aefb40a4df6ba0879b2f4a7b078acda8d.m3u8
- 卫视台 - 贵州卫视: https://stream1.freetv.fun/db48e282b6197afb8d7dfad3521a2bc9996f1e8b28a2a0b89ed1189c813617e1.m3u8
- 卫视台 - 贵州卫视: https://stream1.freetv.fun/2624a3d3afd990159593c235795f55f2dbf8e1b5c54289d2b8b2734ea672e527.m3u8
- 卫视台 - 贵州卫视: https://stream1.freetv.fun/caaa783fef84dc9616efd12130e12c203f778c37b47e56803d8b4c0659254948.m3u8
- 卫视台 - 贵州卫视: https://stream1.freetv.fun/2a8fd0fedb6695605a739eb6bd28a43b75d239e63f8cd891eab62f1f4af5b11d.m3u8
- 卫视频道jdx - 贵州卫视: http://115.153.254.81/PLTV/88888888/224/3221226833/59814738.smil/index.m3u8?fmt=ts2hls
- 📡卫视频道 - 贵州卫视: http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
- 📡卫视频道 - 贵州卫视: http://[2409:8087:2001:20:2800:0:df6e:eb08]/wh7f454c46tw2087544744_109645303/ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8?icpid=3&RTS=1669700688&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
- 📡卫视频道 - 贵州卫视: http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/ott.mobaibox.com/PLTV/4/224/3221228136/index.m3u8
- 📡卫视频道 - 贵州卫视: http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001184/index.m3u8
- 📡卫视频道 - 贵州卫视: http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225838/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
- 📡卫视频道 - 贵州卫视: http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227201/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
- 📡卫视频道 - 贵州卫视: http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225838/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
- 📡卫视频道 - 贵州卫视: http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227201/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
- 📡卫视频道 - 贵州卫视: http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/wh7f454c46tw2087544744_109645303/ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8
- 📡卫视频道 - 贵州卫视: http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/wh7f454c46tw1552017550_1055508932/ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8?icpid=3&RTS=1674385962&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
- 📡卫视频道 - 贵州卫视: http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw1568871343_-998620180/ott.mobaibox.com/PLTV/3/224/3221227551/index.m3u8?icpid=3&RTS=1674385979&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3
- 📡卫视频道 - 贵州卫视: http://[2409:8087:2001:20:2800:0:df6e:eb08]/ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8
- 📡卫视频道 - 贵州卫视: http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001184/index.m3u8?
- 卫视台 - 贵州卫视: http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000489/index.m3u8?
- 卫视台 - 贵州卫视: http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000489/index.m3u8??
- 卫视台 - 贵州卫视: http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010100/index.m3u8
- 卫视台 - 贵州卫视: http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000489/index.m3u8
- 卫视台 - 贵州卫视: http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000489/index.m3u8?IAS
- 卫视台 - 贵州卫视: http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN4252663BESTVSMGSMG9/index.m3u8?m3u8_level=2
- 卫视台 - 贵州卫视: http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000489/index.m3u8?IAS
- 卫视台 - 贵州卫视: http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000489/index.m3u8?IAS
- 卫视台 - 贵州卫视: http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN4252663BESTVSMGSMG9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdU0MzAxFlzyxwiiSP3V3o4YgTd85YleALR8HHnPHszLOK1g6ts8oU5k12ayN74FbOAmnKUze1Wh5%2FkX5b2rvxw
- 卫视台 - 贵州卫视: http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000489/index.m3u8?IAS
- 卫视台 - 贵州卫视: http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000489/index.m3u8?key=tvbox6_com
- 📡卫视频道 - 贵州卫视: http://wouu.net:9977/udp/239.93.0.131:5140
- 卫视台 - 贵州卫视: http://dms.yryyj.site:8188/udp/239.76.245.198:1234
- 📡卫视频道 - 贵州卫视: http://125.82.171.210:8888/rtp/235.254.198.185:7980
- 📡卫视频道 - 贵州卫视: http://114.252.238.87:8000/udp/239.3.1.149:8076
- 📡卫视频道 - 贵州卫视: http://119.32.12.32:2901/udp/224.1.100.58:11111
- 📡卫视频道 - 贵州卫视: http://115.60.241.249:2000/rtp/225.1.4.122:1302
- 📡卫视频道 - 贵州卫视: http://e1.woc.iiiya.cn:8888/rtp/239.61.2.159:8942
- 📡卫视频道 - 贵州卫视: http://125.82.171.210:8888/rtp/235.254.198.30:1396
- 📡卫视频道 - 贵州卫视: http://101.66.199.6:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
- 卫视台 - 贵州卫视: http://120.234.5.29:6000/udp/239.20.0.212:2222
- 📡卫视频道 - 贵州卫视: http://125.82.168.238:8888/rtp/235.254.198.185:7980
- 📡卫视频道 - 贵州卫视: http://125.82.168.238:8888/rtp/235.254.198.30:1396
- 📡卫视频道 - 贵州卫视: http://101.66.199.246:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
- 📡卫视频道 - 贵州卫视: http://60.7.56.33:4000/udp/239.253.92.105:6055
- 📡卫视频道 - 贵州卫视: http://api2.52tb.xyz/info?id=36&token=20230218zdxlqr
- 📡卫视频道 - 贵州卫视: http://218.24.193.146:808/rtp/232.0.0.181:1234
- 📡卫视频道 - 贵州卫视: http://60.7.56.33:4000/rtp/239.253.92.105:6055
- 📡卫视频道 - 贵州卫视: http://60.209.125.254:352/tsfile/live/0120_1.m3u8?ace
- 📡卫视频道 - 贵州卫视: http://60.2.190.206:4000/udp/239.253.92.105:6055
- 📡卫视频道 - 贵州卫视: http://60.2.190.206:4000/rtp/239.253.92.105:6055
- 📡卫视频道 - 贵州卫视: http://221.2.148.205:8154/tsfile/live/0120_1.m3u8
- 📡卫视频道 - 贵州卫视: http://113.25.252.226:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
- 卫视频道 - 贵州卫视: http://42.48.105.224:9002/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
- 📡卫视频道 - 贵州卫视: http://3501776.xyz:35455/itv/5000000004000025843.m3u8?cdn=bestzb
- 📡卫视频道 - 贵州卫视: http://101.66.198.255:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3613&tk=aa0698566417
- 🐧┃卫视频道 - 贵州卫视: http://drive.mxmy.net:8888/udp/239.3.1.149:8076
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3742&tk=a0c4f6cfaba3
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6161&tk=e640d0a1bf70
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2888&tk=e503191f8e20
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6355&tk=e503191f8e20
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7767&tk=e640d0a1bf70
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3868&tk=e640d0a1bf70
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6080&tk=b53028476470
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6321&tk=e503191f8e20
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3750&tk=a0c4f6cfaba3
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1156&tk=b53028476470
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2030&tk=f6cc1e0a0e1a
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9118&tk=e640d0a1bf70
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5680&tk=2aca1ad9a849
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7695&tk=aa0698566417
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5784&tk=f6cc1e0a0e1a
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4962&tk=e503191f8e20
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6789&tk=b53028476470
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4069&tk=a0c4f6cfaba3
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4077&tk=f6cc1e0a0e1a
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1266&tk=f6cc1e0a0e1a
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7298&tk=f6cc1e0a0e1a
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6467&tk=a0c4f6cfaba3
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3321&tk=b53028476470
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7066&tk=b53028476470
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4593&tk=a0c4f6cfaba3
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3102&tk=e640d0a1bf70
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7594&tk=e503191f8e20
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5665&tk=e640d0a1bf70
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4332&tk=b53028476470
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1882&tk=a0c4f6cfaba3
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4232&tk=e503191f8e20
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5629&tk=b53028476470
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0553&tk=b53028476470
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2004&tk=e640d0a1bf70
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9609&tk=e640d0a1bf70
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0354&tk=f6cc1e0a0e1a
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0018&tk=f6cc1e0a0e1a
- 📡卫视频道 - 贵州卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0174&tk=b53028476470
- 📡卫视频道 - 贵州卫视: http://t8622699o8.vicp.fun:60024/itv/5000000004000025843.m3u8?cdn=bestzb
- 📡卫视频道 - 贵州卫视: http://101.66.198.193:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
- 📡卫视频道 - 辽宁卫视: http://106.46.37.188:808/hls/69/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://110.72.85.234:808/hls/34/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://113.64.146.32:2024/hls/76/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://113.64.146.6:2024/hls/76/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://113.64.146.94:2024/hls/76/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://113.65.162.209:8081/hls/54/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://115.58.217.231:60001/hls/41/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://123.10.76.92:808/hls/48/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://123.10.79.208:808/hls/48/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://123.10.79.62:808/hls/48/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://123.10.79.83:808/hls/48/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://123.54.174.231:808/hls/69/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://171.13.114.44:808/hls/69/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://171.14.92.77:808/hls/69/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://182.122.74.33:8089/hls/45/index.m3u8
- 🐼北方广电 - 辽宁卫视HD: http://120.76.248.139/live/bfgd/4200000058.m3u8
- 📡卫视频道 - 辽宁卫视: http://qjrhc.jydjd.top:2911/udp/224.1.100.91:11111
- 广东宽频 - 辽宁卫视高清: http://qjrhc.jydjd.top:2911/udp/224.1.100.92:11111
- 📡卫视频道 - 辽宁卫视: http://42.48.80.240:9002/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
- 📡卫视频道 - 辽宁卫视: http://60.214.104.110:352/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
- 广东宽频 - 辽宁卫视高清: http://119.32.12.17:2901/udp/224.1.100.92:11111
- 📡卫视频道 - 辽宁卫视: http://nas.hssvm.com:8888/udp/225.1.1.154:5002
- 📡卫视频道 - 辽宁卫视: http://125.89.163.44:8888/udp/239.77.1.103:5146
- 📡卫视频道 - 辽宁卫视: http://58.19.252.68:1111/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
- 卫视频道 - 辽宁卫视: http://ms.fxim.net:808/hls/24/index.m3u8
- 卫视频道 - 辽宁卫视: http://119.36.148.115:59901/tsfile/live/0121_1.m3u8
- 📡卫视频道 - 辽宁卫视: http://113.57.93.165:9900/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
- 📡卫视频道 - 辽宁卫视: http://113.195.4.116:9901/tsfile/live/0121_2.m3u8?key=txiptv&playlive=0&authid=0
- 📡卫视频道 - 辽宁卫视: http://118.212.71.109:11111/bptv/10000100000000050000000003873468.m3u8
- 📡卫视频道 - 辽宁卫视: http://60.174.40.117:85/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
- 📡卫视频道 - 辽宁卫视: http://113.109.250.108:9999/udp/239.77.1.103:5146
- 卫视频道 - 辽宁卫视: http://110.53.52.63:8888/newlive/live/hls/46/live.m3u8
- 📡卫视频道 - 辽宁卫视: http://61.156.228.12:8154/tsfile/live/0121_1.m3u8
- 🐼全国卫视 - 辽宁卫视: http://111.160.17.2:59901/tsfile/live/0001_41.m3u8
- 📡卫视频道 - 辽宁卫视: http://61.136.172.236:9901/tsfile/live/0121_1.m3u8
- 📡卫视频道 - 辽宁卫视: http://223.241.247.214:9901/tsfile/live/0121_1.m3u8
- 📡卫视频道 - 辽宁卫视: http://123.130.84.106:8154/tsfile/live/0121_1.m3u8
- 📡卫视频道 - 辽宁卫视: http://183.3.134.56:9901/tsfile/live/0121_1.m3u8
- 📡卫视频道 - 辽宁卫视: http://218.89.240.144:59901/tsfile/live/0121_1.m3u8
- 📡卫视频道 - 辽宁卫视: http://58.220.219.14:9901/tsfile/live/0121_1.m3u8
- 📡卫视频道 - 辽宁卫视: http://58.221.214.82:9901/tsfile/live/0121_1.m3u8
- 📡卫视频道 - 辽宁卫视: http://39.165.196.149:9003//hls/42/index.m3u8
- 🐧┃卫视频道 - 辽宁卫视: http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226546/index.m3u8
- 🐧┃卫视频道 - 辽宁卫视: http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226254/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226327/1.m3u8?
- 📡卫视频道 - 辽宁卫视: http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226336/1.m3u8?
- 📡卫视频道 - 辽宁卫视: http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226488/1.m3u8?
- 📡卫视频道 - 辽宁卫视: http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226500/1.m3u8?
- 📡卫视频道 - 辽宁卫视: http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227141/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
- 📡卫视频道 - 辽宁卫视: http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227141/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
- 📡卫视频道 - 辽宁卫视: http://1.24.190.122:1080/hls/72/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://115.149.139.141:10001/tsfile/live/1028_1.m3u8
- 📡卫视频道 - 辽宁卫视: http://111.29.9.37:6610/000000001000/1000000002000024033/index.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT
- 📡卫视频道 - 辽宁卫视: http://111.29.9.46:6610/000000001000/1000000001000001945/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001945&livemode=1&stbId=3
- 卫视频道 - 辽宁卫视: http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
- 卫视频道 - 辽宁卫视: http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
- 卫视频道 - 辽宁卫视: http://39.135.133.154:80/TVOD/88888888/224/3221226089/main.m3u8
- 卫视频道 - 辽宁卫视: http://39.135.133.155:80/TVOD/88888888/224/3221226089/main.m3u8
- 卫视频道 - 辽宁卫视: http://39.135.133.177:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226546/index.m3u8
- 卫视频道 - 辽宁卫视: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226546/index.m3u8
- 卫视频道 - 辽宁卫视: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
- 卫视频道 - 辽宁卫视: http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://111.29.9.47:6610/000000001000/5000000004000011671/index.m3u8?channel-id=bestzb&Contentid=5000000004000011671&livemode=1&stbId=3
- 📡卫视频道 - 辽宁卫视: http://111.48.34.237/PLTV/88888888/224/3221229825/1.m3u8
- 📡卫视频道 - 辽宁卫视: http://111.48.34.237/PLTV/88888888/224/3221230464/1.m3u8
- 📡卫视频道 - 辽宁卫视: http://192.168.0.5:35455/itv/5000000004000011671.m3u8?cdn=bestzb
- 📡卫视频道 - 辽宁卫视: http://192.168.0.5:35455/itv/1000000005000265022.m3u8?cdn=ystenlive
- 全国卫视 - 辽宁卫视: http://goo.bkpcp.top/mg/lnws
- 📡卫视频道 - 辽宁卫视: http://113.64.94.248:9901/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&down=1
- 📡卫视频道 - 辽宁卫视: http://59.32.97.140:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
- 📡卫视频道 - 辽宁卫视: http://106.118.70.224:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
- 📡卫视频道 - 辽宁卫视: http://14.212.185.146:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
- 📡卫视频道 - 辽宁卫视: http://183.159.152.225:7777/bptv/10000100000000050000000003873468.m3u8
- 📡卫视频道 - 辽宁卫视: http://yc.myds.me:35455/itv/5000000004000011671.m3u8?cdn=bestzb
- 📡卫视频道 - 辽宁卫视: http://211.67.191.23/hls/lnhd/index.m3u8
- 📡卫视频道 - 辽宁卫视: http://nas.suntao.online:35455/itv/5000000004000011671.m3u8?cdn=bestzb
- 📡卫视频道 - 辽宁卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=deeaa3&tk=822270345d4c
- 📡卫视频道 - 辽宁卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=e10e64&tk=822270345d4c
- 📡卫视频道 - 辽宁卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8946d4&tk=822270345d4c
- 📡卫视频道 - 辽宁卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ed526a&tk=822270345d4c
- 📡卫视频道 - 辽宁卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=e7a6a3&tk=822270345d4c
- 📡卫视频道 - 辽宁卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=edc421&tk=822270345d4c
- 📡卫视频道 - 辽宁卫视: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=cc92e7&tk=822270345d4c
